,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
3663,2,184285,05/14/19,Trash - Curbside/Alley Missed Pickup,1 cart. the entire street missed.,"3824 burrus st, nashville, tn 37216, united states",37216.0,RED RIVER,2205,8.0,1752397.77272463,686409.517398259,200
3664,2,184299,05/14/19,Trash - Curbside/Alley Missed Pickup,1 cart,"4820 fairmeade ct, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1722267.40085614,689535.998767124,200
3665,2,184339,05/14/19,Trash - Curbside/Alley Missed Pickup,Missed trash. Neighbor was also missed.,"1802 seminary st, nashville, tn 37207, united states",37207.0,N/A,N/A,2.0,1736979.43883792,681219.00002717,200
3666,3,184343,05/15/19,Trash - Curbside/Alley Missed Pickup,Trash pick up was missed last Thursday.  I called Friday morning and was told trash would be picked up by Tuesday.  It still has not been picked up.,"1404 linden ave, nashville, tn 37212, united states",37212.0,METRO,9403,18.0,1734884.20010682,654207.201749262,400
3667,4,184405,05/15/19,Trash - Curbside/Alley Missed Pickup,second week in a row our trash wasn't collected,"733 due west ave n, 37115",37115.0,RED RIVER,3212,8.0,1749127.39804373,699479.79854204,600
3668,4,184412,05/15/19,Trash - Curbside/Alley Missed Pickup,Missed trash curb {Tuesday},5116 buena vista pike,37218.0,RED RIVER,3201,3.0,1724747.32102918,693326.628534028,600
3669,2,184445,05/15/19,Trash - Curbside/Alley Missed Pickup,Trash/cart miss {Tuesday} curb {UNIT-A},"1513 lock rd, nashville, tn 37207, united states",37207.0,RED RIVER,3202,2.0,1736516.20659358,680056.249432456,200
3670,7,184563,05/15/19,Trash - Curbside/Alley Missed Pickup,"customer stated that his trash is being missed every week
615-982-6941 Mr. Joe","3301 gallatin pike, nashville, tn 37216, united states",37216.0,N/A,N/A,8.0,1751780.99183857,683683.79589104,1200
3671,2,184565,05/15/19,Trash - Curbside/Alley Missed Pickup,miss,"3322 curtis st, nashville, tn 37218, united states",37218.0,RED RIVER,4202,2.0,1722107.89494081,681228.706455036,200
3672,2,184566,05/15/19,Trash - Curbside/Alley Missed Pickup,miss,"3322 curtis st, nashville, tn 37218, united states",37218.0,RED RIVER,4202,2.0,1722107.89494081,681228.706455036,200
3673,2,184583,05/15/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"3317 kings ln, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1722477.08391828,687325.985159742,200
3674,4,184661,05/15/19,Trash - Curbside/Alley Missed Pickup,Driver doesn't go to dead-end {3300 address and to the dead end}. Curb trash/missed,"3306 curtis st, nashville, tn 37218, united states",37218.0,RED RIVER,4202,2.0,1722641.80168081,681011.99950022,600
3675,3,184764,05/15/19,Trash - Curbside/Alley Missed Pickup,entire street missed,"3313 curtis st, nashville, tn 37218, united states",37218.0,RED RIVER,4202,2.0,1722274.60155695,680975.999953667,400
3676,2,184786,05/15/19,Trash - Curbside/Alley Missed Pickup,miss,"4502 granny white pike, nashville, tennessee, 37204",37204.0,RED RIVER,3302,25.0,1731875.33018458,641781.33089123,200
3677,2,184826,05/15/19,Trash - Curbside/Alley Missed Pickup,Entire Coda-sac has not been picked up.,6526 cornwall ct,37205.0,RED RIVER,1301,23.0,1703044.20100663,647854.400770376,200
3678,15,184856,05/15/19,Trash - Curbside/Alley Missed Pickup,CREW ONLY EMPTIED ONE CART,"607 estes rd, nashville, tn 37215, united states",37215.0,RED RIVER,2303,24.0,1721739.60013924,652520.700474465,2800
3679,5,184886,05/15/19,Trash - Curbside/Alley Missed Pickup,everyone missed-,"613 twin oaks ct, nashville, tn 37211, united states",37211.0,RED RIVER,4303,16.0,1756137.84917897,645031.55389939,800
3680,2,184908,05/15/19,Trash - Curbside/Alley Missed Pickup,No trash was picked up on our block today as scheduled nor the area around me.,"2000 linden ave, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1731970.0335484,654272.969733035,200
3681,7,184984,05/16/19,Trash - Curbside/Alley Missed Pickup,trash missed for the street. this is 3 weeks in a row now,"3530 pewitt rd, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1722323.47094635,687864.458671798,1200
3682,2,184989,05/16/19,Trash - Curbside/Alley Missed Pickup,missed the area,"2000 linden ave, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1731970.0335484,654272.969733035,200
3683,3,185031,05/16/19,Trash - Curbside/Alley Missed Pickup,The cart was put out the night before. At 8:05 a trash truck drove by without even stopping to check the can. At 8:15 they or another truck drove by again without stopping.,"461 huntington ridge dr, nashville, tn 37211, united states",37211.0,RED RIVER,3402S,27.0,1752984.609064,626053.64090695,400
3684,2,185055,05/16/19,Trash - Curbside/Alley Missed Pickup,Curb trash/behind garage like alley way. Missed last Tuesday. Second week she has  been missed,"713 arbor trace cir, 37207",37207.0,N/A,N/A,8.0,1745151.94831051,689197.987304354,200
3685,4,185134,05/16/19,Trash - Curbside/Alley Missed Pickup,missed trash for the second week in a row. caller wants to know what the problem is .,"305 chateau glen pl, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730231.50259678,646586.226561145,600
3686,3,185184,05/16/19,Trash - Curbside/Alley Missed Pickup,"Our regular trash pick up is on Wednesdays.  They did not pick up any trash yesterday in our alley.  They also did not pick up in the next alley over between Linden and Ashwood.  I am not sure they picked up our alley at all.  Was there a problem, or did they forget about us?","1717 linden ave, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1733195.21330111,653931.895152688,400
3687,2,185210,05/16/19,Trash - Curbside/Alley Missed Pickup,miss,"717 brook hollow rd, nashville, tn 37205, united states",37205.0,RED RIVER,1305,23.0,1706397.42035391,651537.952020148,200
3688,2,185312,05/16/19,Trash - Curbside/Alley Missed Pickup,"It appears the entire alley was missed (wed.) in that all containers are still out in the alley and full

Thanks","2002 ashwood ave, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1731941.20700005,654701.440123452,200
3689,5,185474,05/16/19,Trash - Curbside/Alley Missed Pickup,"MISSED  TRASH UNIT-168 {2 carts only emptied one cart} 
Country Way Condos","5600 country dr, nashville, tn 37211, united states",37211.0,RED RIVER,3406,27.0,1759483.32366696,624647.25637902,800
3690,5,185555,05/16/19,Trash - Curbside/Alley Missed Pickup,MISSED- CARTS ON HINES ST,"300 mcmillin st, nashville, tn 37203, united states",37203.0,METRO,9208,19.0,1733889.18158408,665310.763533302,800
3691,5,185565,05/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"1074 granbery park dr, 37027",37027.0,RED RIVER,2401,4.0,1744320.39895393,623560.977531595,800
3692,3,185582,05/16/19,Trash - Curbside/Alley Missed Pickup,The entire street of Devon Dr was missed again today; 2nd week in a row.,"635 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1742019.39809048,630380.801045431,400
3693,7,185587,05/16/19,Trash - Curbside/Alley Missed Pickup,Trash for this street is scheduled for Thursdays. Trash on Granbery Park Drive in addition to my individual address was not picked up by 6:30 PM today.,"granbery park dr, nashville, tn 37027, united states",37027.0,N/A,N/A,4.0,1744971.67670972,624215.493950263,1200
3694,7,185596,05/16/19,Trash - Curbside/Alley Missed Pickup,Trash cart not picked up,"granbery park dr, nashville, tn 37027, united states",37027.0,N/A,N/A,4.0,1744971.67670972,624215.493950263,1200
3695,2,185602,05/16/19,Trash - Curbside/Alley Missed Pickup,for the SECOND week in row our entire street was missed for pickup.,"655 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1741667.39878653,629852.801100126,200
3696,3,185607,05/17/19,Trash - Curbside/Alley Missed Pickup,There are 3 trash containers behind our house in the alley. 2 belong to our neighbors and 1 to us. it seems that only 1 was emptied this week.,"1919 blair blvd, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1732194.61072294,654929.600828959,400
3697,9,185623,05/17/19,Trash - Curbside/Alley Missed Pickup,Trash/missed pickup. {Thursday} also one more home 14885 address.,"14881 old hickory blvd, nashville, tn 37013, united states",37013.0,RED RIVER,4403,31.0,1761049.18818466,623123.179275381,1600
3698,3,185762,05/17/19,Trash - Curbside/Alley Missed Pickup,"This request is tied to request 00185587 which was closed due to ""not being able to put a request in for a whole street."" I entered my address: 1042 Granbery Park Drive, which resolves in this systems mapping system as ""Granbery Park Drive"" with no house number associated to it. In the details I mentioned that this problem with trash pick up was tied to my residence and my street. I am turning it in again for one single residence: 1042 Granbery Park Drive and for the convenience of my neighbors, letting the service know the entire street was missed.","1042 granbery park dr, 37027",37027.0,RED RIVER,2401,4.0,1744887.89095388,624115.447324326,400
3699,2,185771,05/17/19,Trash - Curbside/Alley Missed Pickup,Trash/miss {Thursday} curb {only one side of street service} not there's.,"634 e campbell rd, 37115",37115.0,RED RIVER,3412,8.0,1753975.79868976,708233.998614078,200
3700,2,185777,05/17/19,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET MISSED,"1017 woodvale dr, nashville, tn 37204, united states",37204.0,RED RIVER,3302,25.0,1734746.60122438,644662.400741261,200
3701,2,185796,05/17/19,Trash - Curbside/Alley Missed Pickup,"Alley trash missed last Wednesday. Needs to be emptied.
also others","1712 blair blvd, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1733121.5461149,654952.772086593,200
3702,2,185919,05/17/19,Trash - Curbside/Alley Missed Pickup,MISSED FOR THE PAST 2 WEEKS...CART IS ON BURWOOD AVE.,"200 delaware ave, nashville, tn 37115, united states",37115.0,RED RIVER,3414,9.0,1760975.39831545,703674.399695025,200
3703,3,185983,05/17/19,Trash - Curbside/Alley Missed Pickup,This is the 5th time in the past couple months that our entire street has been missed and it is the second week in a row. Why is this happening? Please pick up immediately.,"640 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1741879.39897444,630532.001911215,400
3704,5,186056,05/17/19,Trash - Curbside/Alley Missed Pickup,Missed trash- whole side of the street was missed,"3272 luann dr, 37013",37013.0,RED RIVER,3504,33.0,1785780.99737082,632352.000313565,800
3705,6,186154,05/17/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"1405 rugosa ct, nashville, tn 37013, united states",37013.0,RED RIVER,3503,33.0,1792988.64560445,633626.259204028,1000
3706,3,186179,05/17/19,Trash - Curbside/Alley Missed Pickup,The have missed 2 out of the past 3 weeks at 500 A & B Delaware Ave,"500 delaware ave, madison, tennessee, 37115",37115.0,RED RIVER,3414,9.0,1761124.08625238,704600.333876036,400
3707,2,186197,05/18/19,Trash - Curbside/Alley Missed Pickup,Missed trash pickup- thanks,"2312 green trails ct, nashville, tn 37013, united states",37013.0,N/A,4403,31.0,1761274.3609654,622488.553948555,200
3708,3,186223,05/18/19,Trash - Curbside/Alley Missed Pickup,Trash was put out Thursday night for Friday pick up   Trash was not picked up,213 archwood dr,37115.0,RED RIVER,3514,9.0,1766116.39990407,704935.398927298,400
3709,3,186434,05/20/19,Trash - Curbside/Alley Missed Pickup,Trash/miss pickup still out from 144 all the 100 units on the even side. {Wants carts pickup before next pickup date of this week.,"136 nashboro grns, 37217",37217.0,N/A,N/A,29.0,1779422.43820579,641214.753077536,400
3710,4,186491,05/20/19,Trash - Curbside/Alley Missed Pickup,Friday miss again for {trash} curb {wants cart pickup asap}. File a complaint.,"912 roosevelt ave, nashville, tn 37115, united states",37115.0,RED RIVER,3514,9.0,1765626.59790559,705019.998752139,600
3711,4,186520,05/20/19,Trash - Curbside/Alley Missed Pickup,Complaint about trash/not getting pickup curb {wants supervisor to contact him asap} very upset. Called last Friday {at 4:00 p.m.} missed,"2208 lebanon pike, nashville, tn 37214, united states",37214.0,RED RIVER,1504,15.0,1763738.5994803,668473.600625183,600
3712,4,186689,05/20/19,Trash - Curbside/Alley Missed Pickup,Corner of Delaware Ave all the way to Anderson {no trash/pickup} last Thursday. Curb,"500 dupont ave, nashville, tn 37115, united states",37115.0,RED RIVER,3414,9.0,1761090.59963469,704229.599649504,600
3713,2,186794,05/20/19,Trash - Curbside/Alley Missed Pickup,1 cart,"4713 drewry dr, antioch, tennessee, 37013",37013.0,RED RIVER,4505,28.0,1768683.92365678,631870.55263189,200
3714,2,186810,05/20/19,Trash - Curbside/Alley Missed Pickup,It does not appear that any of the trash got picked up on Friday in this alleyway.,"2002 eastland ave, nashville, tn 37206, united states",37206.0,METRO,9503,6.0,1751755.69143719,673871.528126153,200
3715,5,187173,05/21/19,Trash - Curbside/Alley Missed Pickup,1 cart has not been picked up for the last 2 weeks,"2840 lebanon pike, nashville, tn 37214, united states",37214.0,RED RIVER,1503,15.0,1773759.11391326,668523.893801388,800
3716,2,187442,05/21/19,Trash - Curbside/Alley Missed Pickup,missed on last friday,"313 myatt dr, nashville, tn 37115, united states",37115.0,RED RIVER,3514,9.0,1765290.60081859,705998.999227862,200
3717,6,187647,05/21/19,Trash - Curbside/Alley Missed Pickup,trash missed today,"762 douglas ave, nashville, tn 37207, united states",37207.0,METRO,9203,5.0,1746008.19850476,677862.398321432,1000
3718,2,187680,05/21/19,Trash - Curbside/Alley Missed Pickup,cust says the entire street was missed; would like to speak to a supervisor,"3852 augusta dr, nashville, tn 37207, united states",37207.0,RED RIVER,3205,2.0,1728621.3277484,687987.297997388,200
3719,2,187685,05/21/19,Trash - Curbside/Alley Missed Pickup,ENTIRE SIDE OF STREET MISSED,"2809 old matthews rd, nashville, tn 37207, united states",37207.0,WASTE IND,2206,2.0,1734025.32014302,686474.109999706,200
3720,16,187690,05/21/19,Trash - Curbside/Alley Missed Pickup,MISSED,"1816 jo johnston ave, nashville, tn 37203, united states",37203.0,METRO,9208,21.0,1731459.40116315,666013.600610184,3000
3721,6,187749,05/22/19,Trash - Curbside/Alley Missed Pickup,missed pick up,"819 channing dr, nashville, tn 37115, united states",37115.0,RED RIVER,3212,8.0,1749370.65469497,698043.279506637,1000
3722,2,187758,05/22/19,Trash - Curbside/Alley Missed Pickup,"got only one side of street, Tuesday missed.","4316 setters rd, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1716123.4910886,684311.823039403,200
3723,3,187761,05/22/19,Trash - Curbside/Alley Missed Pickup,Trash/out by 6:00 a.m. and neighbors next door. Curb/missed,"503 haynes st, nashville, tn 37207, united states",37207.0,RED RIVER,3202,2.0,1735986.45544733,682653.502047222,400
3724,3,187819,05/22/19,Trash - Curbside/Alley Missed Pickup,3 weeks without trash/service {no one has come} curb {Tuesday} needs to get emptied asap.,"709 arbor trace cir, 37207",37207.0,RED RIVER,2201,8.0,1745168.87658627,689265.478786453,400
3725,2,187868,05/22/19,Trash - Curbside/Alley Missed Pickup,Alley/trash missed {Tuesday} seen truck but did not get pickup.  Carts still sitting out.,"1006 pennock ave, nashville, tn 37207, united states",37207.0,METRO,9204,5.0,1742195.39873184,676283.198952728,200
3726,5,187871,05/22/19,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN,5105 buena vista pike,37218.0,RED RIVER,3201,1.0,1724611.20027906,693038.339305401,800
3727,4,187879,05/22/19,Trash - Curbside/Alley Missed Pickup,Missed trash curb {Tuesday},5116 buena vista pike,37218.0,RED RIVER,3201,3.0,1724747.32102918,693326.628534028,600
3728,2,187906,05/22/19,Trash - Curbside/Alley Missed Pickup,1 cart,"100 rhine dr, nashville, tn 37115, united states",37115.0,RED RIVER,3212,8.0,1750465.79837879,703800.798806481,200
3729,2,187919,05/22/19,Trash - Curbside/Alley Missed Pickup,Trash has been left out and has not been picked up,"114 dodge dr, 37210",37210.0,RED RIVER,4303,16.0,1753549.79976824,651330.402059262,200
3730,2,187968,05/22/19,Trash - Curbside/Alley Missed Pickup,Curb {trash/not pickup} Tuesday.,"4225 cato rd, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1712925.64021926,684600.679191729,200
3731,2,188121,05/22/19,Trash - Curbside/Alley Missed Pickup,Trash has been left out and has not been picked up,"114 dodge dr, 37210",37210.0,N/A,N/A,16.0,1753549.79976824,651330.402059262,200
3732,13,188169,05/22/19,Trash - Curbside/Alley Missed Pickup,"Our trash collection service is generally reliable and always occurs before 10:00 AM.
3000-3024","320 old hickory blvd, nashville, tn 37221, united states",37221.0,RED RIVER,1303,23.0,1697551.83727418,640470.029648682,2400
3733,2,188178,05/22/19,Trash - Curbside/Alley Missed Pickup,"missed several, for trash/pickup {Tuesday's} curb",309 parmley ln,37207.0,RED RIVER,3201,3.0,1726375.37197845,696255.253878057,200
3734,2,188190,05/22/19,Trash - Curbside/Alley Missed Pickup,Trash/miss out Monday night ALLEY {Tuesday},"1123 meridian st, nashville, tn 37207, united states",37207.0,METRO,9204,5.0,1742094.59881423,677403.999214387,200
